"Project ID","Compliance Program ID (ARB or Ecology)","Project Developer","Project Name","Project Type","Project Methodology/Protocol","Initial Crediting Period Start Date","Current Crediting Period Start Date","Current Crediting Period End Date","Voluntary Status","Compliance Program Status (ARB or Ecology)","Project Status Date","Project Site Location","Project Site State","Project Site Country","Sustainable Development Goal(s)","Current VVB","ACR Project Validation","Total Number of Credits Registered ","Documents","Project Website",
"ACR781","N/A","Nuveen Natural Capital","Nuveen Upper Piedmont Conservation Area","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","01/19/2022","01/19/2022","01/18/2042","Registered","Not ARB or Ecology Eligible","08/13/2024","South Carolina, North Carolina","SOUTH CAROLINA; NORTH CAROLINA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc. – Ruby Canyon","TÜV SÜD America, Inc. – Ruby Canyon","387266","View","https://www.nuveen.com/global/about-us/our-people/investment-specialists/natural-capital",
"ACR694","CAMM5694","Keyrock Energy LLC","Oaktown Fuel 1 Mine Methane Incineration Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","06/28/2021","06/28/2021","12/31/2030","N/A","Listed - Active ARB Project","11/22/2021","Oaktown","INDIANA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.","N/A","39135","View","",
"ACR695","CAMM5695","Keyrock Energy LLC","Oaktown Fuel 2 Mine Methane Incineration Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","04/09/2021","04/09/2021","12/31/2030","N/A","Listed - Active ARB Project","11/22/2021","Oaktown","INDIANA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.","N/A","41281","View","",
"ACR812","N/A","Environmental Commodities Corporation","OMMC1","Coal Mine Methane","Capturing and Destroying Methane from Coal and Trona Mines in North America","02/28/2022","02/28/2022","02/27/2032","Registered","Not ARB or Ecology Eligible","10/25/2023","Cadiz","OHIO","US","03: Good Health and Well-Being;08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","GHD Limited","GHD Limited","5016","View","",
"ACR542","CAMM5542","Keyrock Environment LLC","Orient 6 Abandoned Mine Methane Recovery Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","09/16/2019","09/16/2019","06/15/2029","N/A","Listed - Active ARB Project","03/20/2020","Waltonville","ILLINOIS","US","09: Industry, Innovation and Infrastructure;13: Climate Action","First Environment of California, Inc.","N/A","69492","View","",
"ACR508","N/A","376","Otter Creek IFM","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","09/09/2017","09/09/2017","09/08/2037","Registered","Not ARB or Ecology Eligible","01/11/2022","Levy County","FLORIDA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","S&A Carbon, LLC","S&A Carbon, LLC","195292","View","www.sfiprogram.org",
"ACR572","CAMM5572","Keyrock Environment LLC","Pattiki 2 Abandoned Mine Methane Recovery Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","03/20/2020","03/20/2020","11/15/2029","N/A","Listed - Active ARB Project","08/24/2020","Crossville","ILLINOIS","US","09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.","N/A","112010","View","",
"ACR842","CAMM5842","Perennial CMM LLC","Perennial CMM CMB10-4 Flare Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","01/27/2023","01/27/2023","02/28/2033","N/A","Listed - Active ARB Project","02/23/2023","WAYNESBURG","PENNSYLVANIA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","Agri-Waste Technology, Inc.","N/A","72468","View","WWW.PERENNIALCMM.COM",
"ACR906","CAMM5906","Perennial CMM LLC","Perennial CMM CMB3-5 Flare Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","07/05/2023","07/05/2023","07/31/2033","N/A","Listed - Proposed Project","07/25/2023","Waynesburg","PENNSYLVANIA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","Agri-Waste Technology, Inc.","N/A","","View","www.perennialcmm.com",
"ACR731","CAMM5731","Perennial CMM LLC","Perennial CMM CMB7-1 Flare Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","01/19/2022","01/19/2022","01/31/2032","N/A","Listed - Active ARB Project","07/18/2022","Waynesburg, pa","PENNSYLVANIA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.","N/A","122511","View","www.Perennialcmm.com",
"ACR972","CAMM5972","Perennial CMM LLC","Perennial CMM CMB8-6 Flare Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","01/08/2024","01/08/2024","01/31/2034","N/A","Listed - Proposed Project","01/26/2024","Waynesburg","PENNSYLVANIA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","","N/A","","View","www.perennialcmm.com",
"ACR811","CAMM5811","Perennial CMM LLC","Perennial CMM Emerald Mine AMM Flare Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","09/15/2022","09/15/2022","10/14/2032","N/A","Listed - Active ARB Project","09/21/2022","Waynesburg PA","PENNSYLVANIA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.","N/A","134887","View","www.Perennialcmm.com",
"ACR850","CAMM5850","Perennial CMM LLC","Perennial CMM HRS Dent's Run Flare Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","03/02/2023","03/02/2023","03/01/2033","N/A","Listed - Active ARB Project","04/11/2023","5 Dent's Run, Mannington","WEST VIRGINIA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","Agri-Waste Technology, Inc.","N/A","116527","View","www.perennialcmm.com",
"ACR470","CAMM5470","Perennial CMM LLC","PERENNIAL CN9-1 AMM FLARE PROJECT","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","03/01/2019","03/01/2019","08/31/2028","N/A","Listed - Active ARB Project","02/14/2019","Fairview","WEST VIRGINIA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","Agri-Waste Technology, Inc.","N/A","65456","View","",
"ACR548","CAMM5548","Perennial CMM LLC","Perennial CN9-2 AMM FLARE PROJECT","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","05/01/2020","05/01/2020","11/01/2029","N/A","ARB Inactive","01/20/2022","Fairview","WEST VIRGINIA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","SCS Engineers","N/A","","View","",
"ACR400","CAMM5400","Perennial CMM LLC","Perennial OSG-1 AMM Flare Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","01/15/2018","01/15/2018","01/14/2028","N/A","ARB Inactive","01/20/2022","Morgantown","WEST VIRGINIA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","","N/A","","View","",
"ACR402","CAMM5402","Perennial CMM LLC","Perennial PRS-1 AMM Flare Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","01/15/2018","01/15/2018","07/22/2027","N/A","ARB Inactive","01/20/2022","Morgantown","WEST VIRGINIA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","","N/A","","View","",
"ACR934","N/A","PermCap-GHG, LLC","PermCap Louisiana Methane Abatement Project 001","Industrial Process Emissions","Plugging Orphan Oil and Gas Wells in the U.S. and Canada","12/22/2023","12/22/2023","12/21/2043","Listed","Not ARB or Ecology Eligible","11/09/2023","Northwest Louisiana","LOUISIANA","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","Agri-Waste Technology, Inc.","","","View","www.permcap-ghg.com",
"ACR120","N/A","Anew Carbon Development, LLC","Petrosource Geo-Seq","Carbon Capture & Storage (CCS)","Emission Reductions from Enhanced Oil Recovery","08/01/1998","08/01/1998","09/30/2007","Completed","Not ARB or Ecology Eligible","05/01/2012","Crocket County","TEXAS","US","","TÜV SÜD America, Inc. – Ruby Canyon","","2181419","View","",
"ACR121","N/A","Anew Carbon Development, LLC","Pike's Peak Geo-Seq","Carbon Capture & Storage (CCS)","Emission Reductions from Enhanced Oil Recovery","10/01/2004","10/01/2004","09/30/2008","Completed","Not ARB or Ecology Eligible","05/01/2012","Pecos County","TEXAS","US","","TÜV SÜD America, Inc. – Ruby Canyon","","2866515","View","",
"ACR540","CAMM5540","Keyrock Environment LLC","Pinnacle Mine Methane Incineration Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","05/13/2020","05/13/2020","11/15/2029","N/A","Listed - Active ARB Project","03/23/2020","Pineville","WEST VIRGINIA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","","N/A","15657","View","",
"ACR580","CAMM5580","Keyrock Environment LLC","Pleasant Hill Abandoned Mine Methane Recovery Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","01/23/2020","01/23/2020","07/31/2029","N/A","Listed - Active ARB Project","08/28/2020","Upshur County","WEST VIRGINIA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","","N/A","7471","View","",
"ACR650","CAMM5650","Pine Mountain Resources, LLC","PMR #3","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","07/29/2021","07/29/2021","07/28/2032","N/A","Listed - Active ARB Project","08/18/2021","Varney","KENTUCKY","US","09: Industry, Innovation and Infrastructure;13: Climate Action","Dillon Consulting Limited","N/A","80196","View","",
"ACR917","CAMM5917","Pine Mountain Resources, LLC","PMR VT2","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","12/14/2023","12/14/2023","06/14/2034","N/A","Listed - Proposed Project","09/12/2023","VARNEY","KENTUCKY","US","09: Industry, Innovation and Infrastructure;13: Climate Action","Agri-Waste Technology, Inc.","N/A","","View","",
"ACR1061","N/A","Pantheon Regeneration, PBC","Pocosin Ecological Reserve I","Wetland Restoration","Restoration of Pocosin Wetlands","03/15/2025","","","Listed","Not ARB or Ecology Eligible","07/16/2024","1557 Gall Rd. Belhaven, NC 27810","NORTH CAROLINA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","","","","View","",
"ACR430","N/A","The Nature Conservancy, North Carolina Chapter","Pocosin Lakes National Wildlife Refuge Clayton Blocks Pocosin Restoration","Wetland Restoration","Restoration of Pocosin Wetlands","07/11/2016","07/11/2016","07/10/2056","Listed","Not ARB or Ecology Eligible","09/07/2018","Pocosin Lakes National Wildlife Refuge","NORTH CAROLINA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","Aster Global Environmental Solutions, Inc.","","","View","",
"ACR222","N/A","Ducks Unlimited, Inc.","Prairie Pothole Avoided Conversion of Grasslands and Shrublands","Agricultural Land Management","Avoided Conversion of Grasslands and Shrublands to Crop Production","01/01/2010","01/01/2010","12/31/2049","Registered","Not ARB or Ecology Eligible","07/31/2014","Missouri Coteau","NORTH DAKOTA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc. – Ruby Canyon","TÜV SÜD America, Inc. – Ruby Canyon","166197","View","",
"ACR539","N/A","420","Puget Sound Energy Baker-White River Forest Carbon Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","02/26/2020","02/26/2020","02/25/2040","Registered","Not ARB or Ecology Eligible","03/17/2020","Baker complex is in the vicinity of Concrete, WA and the White River complex is about 25 miles east of Puyallup, WA.","WASHINGTON","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","SCS Global Services (Scientific Certification Systems)","334269","View","PSE",
"ACR1055","N/A","EFM Investments & Advisory, Inc.","Quillayute IFM Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","06/01/2022","06/01/2022","05/31/2042","Listed","Not ARB or Ecology Eligible","10/01/2024","Clallam County","WASHINGTON","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","","","","View","",
"ACR991","N/A","798","Raleigh County Landfill - New River Gas Well Expansion Project","Landfill Gas Capture & Combustion","Landfill Gas Destruction and Beneficial Use Projects","09/14/2020","09/14/2020","09/13/2030","Listed","Not ARB or Ecology Eligible","08/05/2024","Beckley","WEST VIRGINIA","US","03: Good Health and Well-Being;07: Affordable and Clean Energy;08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action","SCS Global Services (Scientific Certification Systems)","","","View","www.coxconserves.com",
"ACR885","N/A","Weyerhaeuser Company","Razorback IFM Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","02/01/2023","02/01/2023","01/31/2043","Listed","Not ARB or Ecology Eligible","06/20/2023","Southeast Arkansas","ARKANSAS","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","S&A Carbon, LLC","","","View","",
"ACR382","N/A","Environmental Management of KC, LLC","Re-Refining of Used Transformer Oil","Industrial Process Emissions","Reduction in Emissions from the Recycling of Transformer Oil","08/12/2013","08/12/2020","08/11/2027","Registered","Not ARB or Ecology Eligible","06/08/2017","Kansas City, KS","KANSAS","US","09: Industry, Innovation and Infrastructure;13: Climate Action","First Environment, Inc.","First Environment, Inc.","175093","View","http://www.emiofkc.com/",
"ACR928","N/A","ClimeCo LLC","Reclamation Technologies: HFC Reclamation Project 1","Industrial Process Emissions","Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","07/12/2022","07/12/2022","07/11/2037","Completed","Not ARB or Ecology Eligible","07/02/2024","10005 Flanders Ct. NE, Blaine, MN 55449","MINNESOTA; FLORIDA","US","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SCS Global Services (Scientific Certification Systems)","SCS Global Services (Scientific Certification Systems)","1974","View","https://www.reclamationtech.com/",
"ACR702","N/A","Anew Carbon Development, LLC","Refrigerant Management Canada Ozone Depleting Substance Destruction Project","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) from International Sources","06/05/2020","06/05/2020","06/04/2030","Completed","Not ARB or Ecology Eligible","02/16/2023","Mississauga, ON","ONTARIO","CA","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","TÜV SÜD America, Inc. – Ruby Canyon","TÜV SÜD America, Inc. – Ruby Canyon","30331","View","",
"ACR772","N/A","Anew Carbon Development, LLC","Refrigerant Management Canada Ozone Depleting Substance Destruction Project - 2019","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam","04/25/2019","04/25/2019","05/05/2020","Completed","Not ARB or Ecology Eligible","02/02/2024","Mississauga, ON","ONTARIO","CA","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","TÜV SÜD America, Inc. – Ruby Canyon","TÜV SÜD America, Inc. – Ruby Canyon","110016","View","",
